University name,City,State,Nursing Degrees,Slug
Liberty University,lynchburg-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,liberty-university
Edgewood University,madison-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,edgewood-university
University of Massachusetts Lowell,lowell-ma,massachusetts,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-massachusetts-lowell
University of Louisville,louisville-ky,kentucky,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-louisville
Texas Tech University Health Sciences Center,lubbock-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,texas-tech-university-health-sciences-center
Southern New Hampshire University,manchester-nh,new-hampshire,bachelor-of-science-nursing; master-of-science-nursing,southern-new-hampshire-university
"Herzing University, Madison",madison-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,herzing-university-madison
UW Health,madison-wi,wisconsin,employee-based-entry-to-practice-residency,uw-health
Bethany Lutheran College,mankato-mn,minnesota,bachelor-of-science-nursing,bethany-lutheran-college
Wm. S. Middleton Memorial Veterans Hospital,madison-wi,wisconsin,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency,wm-s-middleton-memorial-veterans-hospital
"University of Wisconsin, Madison",madison-wi,wisconsin,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-wisconsin-madison
Saint Anselm College,manchester-nh,new-hampshire,bachelor-of-science-nursing,saint-anselm-college
Minnesota State University Mankato,mankato-mn,minnesota,bachelor-of-science-nursing; doctor-of-nursing,minnesota-state-university-mankato
Ashland University,mansfield-oh,ohio,bachelor-of-science-nursing; doctor-of-nursing,ashland-university
Missouri Valley College,marshall-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing,missouri-valley-college
Northern Michigan University,marquette-mi,michigan,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,northern-michigan-university
East Texas Baptist University,marshall-tx,texas,bachelor-of-science-nursing,east-texas-baptist-university
Marion VA Health Care System,marion-il,illinois,federally-funded-traineeship-residency,marion-va-health-care-system
Indiana Wesleyan University,marion-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,indiana-wesleyan-university
Emory & Henry University,marion-va,virginia,bachelor-of-science-nursing,emory-henry-university
Loyola University Chicago,maywood-il,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,loyola-university-chicago
Universidad Adventista de las Antillas,,,bachelor-of-science-nursing; master-of-science-nursing,universidad-adventista-de-las-antillas
Messiah University,mechanicsburg-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,messiah-university
Mayville State University,,north-dakota,bachelor-of-science-nursing; master-of-science-nursing,mayville-state-university
Eastern Florida State College,melbourne-fl,florida,bachelor-of-science-nursing,eastern-florida-state-college
Mars Hill University,,north-carolina,bachelor-of-science-nursing,mars-hill-university
Bethel University-Tennessee,,tennessee,bachelor-of-science-nursing,bethel-university-tennessee
VA Northern California Health Care System,,california,federally-funded-traineeship-residency; nurse-practitioner-residency,va-northern-california-health-care-system
Baptist Health Sciences University,memphis-tn,tennessee,bachelor-of-science-nursing; doctor-of-nursing,baptist-health-sciences-university
"Concordia University, Wisconsin",mequon-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,concordia-university-wisconsin
University of Memphis,memphis-tn,tennessee,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,university-of-memphis
"University of Tennessee Health Science Center, The",memphis-tn,tennessee,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-tennessee-health-science-center-the
Christian Brothers University,memphis-tn,tennessee,bachelor-of-science-nursing,christian-brothers-university
Mississippi State University,meridian-ms,mississippi,master-of-science-nursing,mississippi-state-university
Florida International University,miami-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,florida-international-university
Georgia College & State University,milledgeville-ga,georgia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,georgia-college-state-university
Saint Thomas University,miami-gardens-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,saint-thomas-university
"Herzing University, New Orleans",metairie-la,louisiana,bachelor-of-science-nursing,herzing-university-new-orleans
Miami VA Healthcare System,miami-fl,florida,federally-funded-traineeship-residency,miami-va-healthcare-system
Barry University,miami-shores-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,barry-university
Miami Dade College,miami-fl,florida,bachelor-of-science-nursing,miami-dade-college
Universidad Interamericana de Puerto Rico-Ponce,,,bachelor-of-science-nursing,universidad-interamericana-de-puerto-rico-ponce
"Laboure College of Healthcare, Inc.",milton-ma,massachusetts,bachelor-of-science-nursing,laboure-college-of-healthcare-inc
Curry College,milton-ma,massachusetts,bachelor-of-science-nursing; master-of-science-nursing,curry-college
Milwaukee School of Engineering,milwaukee-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,milwaukee-school-of-engineering
Marquette University,milwaukee-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,marquette-university
Milligan University,,tennessee,bachelor-of-science-nursing,milligan-university
Mount Mary University,milwaukee-wi,wisconsin,bachelor-of-science-nursing,mount-mary-university
Alverno College,milwaukee-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,alverno-college
"University of Wisconsin, Milwaukee",milwaukee-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-wisconsin-milwaukee
Clement J. Zablocki VA Medical Center,milwaukee-wi,wisconsin,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,clement-j-zablocki-va-medical-center
Saint Mary's University of Minnesota,minneapolis-mn,minnesota,bachelor-of-science-nursing,saint-marys-university-of-minnesota
Capella University,minneapolis-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,capella-university
Augsburg University,minneapolis-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,augsburg-university
Walden University,minneapolis-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,walden-university
Wisconsin Lutheran College,milwaukee-wi,wisconsin,bachelor-of-science-nursing,wisconsin-lutheran-college
University of Minnesota,minneapolis-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-minnesota
Dakota Wesleyan University,mitchell-sd,south-dakota,bachelor-of-science-nursing,dakota-wesleyan-university
Spring Hill College,mobile-al,alabama,bachelor-of-science-nursing; master-of-science-nursing,spring-hill-college
University of Mobile,mobile-al,alabama,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-mobile
University of South Alabama,mobile-al,alabama,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn; nurse-practitioner-residency,university-of-south-alabama
Minot State University,minot-nd,north-dakota,bachelor-of-science-nursing,minot-state-university
Pfeiffer University,,north-carolina,bachelor-of-science-nursing,pfeiffer-university
Broward College,,florida,bachelor-of-science-nursing,broward-college
Morehead State University,morehead-ky,kentucky,bachelor-of-science-nursing; master-of-science-nursing,morehead-state-university
Robert Morris University,,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,robert-morris-university
Minnesota State University Moorhead,moorhead-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing,minnesota-state-university-moorhead
West Virginia University,morgantown-wv,west-virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,west-virginia-university
"University of Louisiana at Monroe, The",monroe-la,louisiana,bachelor-of-science-nursing; master-of-science-nursing,university-of-louisiana-at-monroe-the
Montclair State University,montclair-nj,new-jersey,bachelor-of-science-nursing; master-of-science-nursing,montclair-state-university
"Concordia College, Moorhead",moorhead-mn,minnesota,bachelor-of-science-nursing,concordia-college-moorhead
Auburn University at Montgomery,montgomery-al,alabama,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,auburn-university-at-montgomery
Clayton State University,,georgia,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,clayton-state-university
Berry College,,georgia,bachelor-of-science-nursing,berry-college
Northeastern State University,muskogee-ok,oklahoma,bachelor-of-science-nursing; master-of-science-nursing,northeastern-state-university
Murray State University,murray-ky,kentucky,bachelor-of-science-nursing; doctor-of-nursing,murray-state-university
Middle Tennessee State University,murfreesboro-tn,tennessee,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,middle-tennessee-state-university
James H. Quillen VA Medical Center,mountain-home-tn,tennessee,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency,james-h-quillen-va-medical-center
Mount Vernon Nazarene University,mount-vernon-oh,ohio,bachelor-of-science-nursing,mount-vernon-nazarene-university
University of Mount Olive,mount-olive-nc,north-carolina,bachelor-of-science-nursing,university-of-mount-olive
Ball State University,muncie-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,ball-state-university
Eagle Gate College,murray-ut,utah,bachelor-of-science-nursing; master-of-science-nursing,eagle-gate-college
Belmont University,nashville-tn,tennessee,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,belmont-university
"Indiana University, Southeast",new-albany-in,indiana,bachelor-of-science-nursing; master-of-science-nursing,indiana-university-southeast
Northwest Nazarene University,nampa-id,idaho,bachelor-of-science-nursing; master-of-science-nursing,northwest-nazarene-university
"Herzing University, Nashville",nashville-tn,tennessee,bachelor-of-science-nursing,herzing-university-nashville
Vanderbilt University,nashville-tn,tennessee,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,vanderbilt-university
North Central College,naperville-il,illinois,master-of-science-nursing; post-graduate-aprn,north-central-college
Central Connecticut State University,new-britain-ct,connecticut,bachelor-of-science-nursing; master-of-science-nursing,central-connecticut-state-university
Colby-Sawyer College,new-london-nh,new-hampshire,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,colby-sawyer-college
Wilmington University,,delaware,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,wilmington-university
Charter Oak State College,new-britain-ct,connecticut,bachelor-of-science-nursing,charter-oak-state-college
Louisiana State University Health Sciences Center,new-orleans-la,louisiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,louisiana-state-university-health-sciences-center
Muskingum University,new-concord-oh,ohio,bachelor-of-science-nursing,muskingum-university
Southern Connecticut State University,new-haven-ct,connecticut,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,southern-connecticut-state-university
Pasco-Hernando State College,new-port-richey-fl,florida,bachelor-of-science-nursing,pasco-hernando-state-college
Tulane University,new-orleans-la,louisiana,bachelor-of-science-nursing,tulane-university
Westminster College - PA,new-wilmington-pa,pennsylvania,bachelor-of-science-nursing,westminster-college---pa
Loyola University New Orleans,new-orleans-la,louisiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,loyola-university-new-orleans
American University of Beirut,new-york-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing,american-university-of-beirut
Southeast Louisiana Veterans Health Care System,new-orleans-la,louisiana,federally-funded-traineeship-residency,southeast-louisiana-veterans-health-care-system
Iona University,new-rochelle-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing,iona-university
Southern University at New Orleans,new-orleans-la,louisiana,bachelor-of-science-nursing,southern-university-at-new-orleans
Lebanese American University,new-york-ny,new-york,bachelor-of-science-nursing,lebanese-american-university
Mount Sinai Phillips School of Nursing,new-york-ny,new-york,bachelor-of-science-nursing,mount-sinai-phillips-school-of-nursing
New York University Langone Medical Center,new-york-ny,new-york,employee-based-entry-to-practice-residency,new-york-university-langone-medical-center
CUNY School of Professional Studies,new-york-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing,cuny-school-of-professional-studies
Columbia University,new-york-ny,new-york,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,columbia-university
New York University,new-york-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,new-york-university
Hunter College of the City University of New York,new-york-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,hunter-college-of-the-city-university-of-new-york
Newberry College,newberry-sc,south-carolina,bachelor-of-science-nursing,newberry-college
George Fox University,newberg-or,oregon,bachelor-of-science-nursing,george-fox-university
University of Delaware,newark-de,delaware,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-delaware
Mount Saint Mary College,newburgh-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,mount-saint-mary-college
Salve Regina University,newport-ri,rhode-island,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,salve-regina-university
NYU Langone Orthopedic Hospital,new-york-ny,new-york,employee-based-entry-to-practice-residency,nyu-langone-orthopedic-hospital
"Rutgers, The State University of New Jersey-Newark",newark-nj,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,rutgers-the-state-university-of-new-jersey-newark
Illinois State University,normal-il,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,illinois-state-university
Walsh University,north-canton-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,walsh-university
University of Massachusetts Dartmouth,,massachusetts,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-massachusetts-dartmouth
Rosalind Franklin University of Medicine and Science,north-chicago-il,illinois,master-of-science-nursing; doctor-of-nursing,rosalind-franklin-university-of-medicine-and-science
Merrimack College,north-andover-ma,massachusetts,bachelor-of-science-nursing,merrimack-college
"California State University, Northridge",northridge-ca,california,bachelor-of-science-nursing,california-state-university-northridge
Bethel College,,kansas,bachelor-of-science-nursing,bethel-college
Wheaton College,norton-ma,massachusetts,bachelor-of-science-nursing,wheaton-college
Seton Hall University,,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,seton-hall-university
Saint Mary's College-Indiana,notre-dame-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,saint-marys-college-indiana
Norwich University,northfield-vt,vermont,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,norwich-university
St. Olaf College,northfield-mn,minnesota,bachelor-of-science-nursing,st-olaf-college
"University of Texas of the Permian Basin, The",odessa-tx,texas,bachelor-of-science-nursing,university-of-texas-of-the-permian-basin-the
Oklahoma City VA Health Care System,oklahoma-city-ok,oklahoma,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,oklahoma-city-va-health-care-system
New York Institute of Technology,,new-york,bachelor-of-science-nursing,new-york-institute-of-technology
The University of Olivet,,michigan,bachelor-of-science-nursing,the-university-of-olivet
"University of Oklahoma Health Sciences Center, The",oklahoma-city-ok,oklahoma,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-oklahoma-health-sciences-center-the
MidAmerica Nazarene University,olathe-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing,midamerica-nazarene-university
Samuel Merritt University,oakland-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,samuel-merritt-university
Nebraska Methodist College,omaha-ne,nebraska,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,nebraska-methodist-college
Yale University,orange-ct,connecticut,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,yale-university
Creighton University,omaha-ne,nebraska,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,creighton-university
Dominican University New York,orangeburg-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,dominican-university-new-york
University of Nebraska Medical Center,omaha-ne,nebraska,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn; nurse-practitioner-residency,university-of-nebraska-medical-center
Northwestern College,orange-city-ia,iowa,bachelor-of-science-nursing,northwestern-college
Hartwick College,oneonta-ny,new-york,bachelor-of-science-nursing,hartwick-college
Claflin University,orangeburg-sc,south-carolina,bachelor-of-science-nursing; master-of-science-nursing,claflin-university
University of Central Florida,orlando-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-central-florida
AdventHealth University,orlando-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,adventhealth-university
"University of Wisconsin, Oshkosh",oshkosh-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-wisconsin-oshkosh
Valencia College,orlando-fl,florida,bachelor-of-science-nursing,valencia-college
Bryant & Stratton College-Online,orchard-park-ny,new-york,bachelor-of-science-nursing,bryant-stratton-college-online
University of Maine,orono-me,maine,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,university-of-maine
William Penn University,oskaloosa-ia,iowa,bachelor-of-science-nursing,william-penn-university
Stevenson University,,maryland,bachelor-of-science-nursing; master-of-science-nursing,stevenson-university
Gulf Coast State College,panama-city-fl,florida,bachelor-of-science-nursing,gulf-coast-state-college
Ottawa University,overland-park-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing,ottawa-university
Trinity Christian College,palos-heights-il,illinois,bachelor-of-science-nursing,trinity-christian-college
Baker College,owosso-mi,michigan,bachelor-of-science-nursing; master-of-science-nursing,baker-college
Helene Fuld College of Nursing,new-york-ny,new-york,bachelor-of-science-nursing,helene-fuld-college-of-nursing
University of North Carolina at Pembroke,pembroke-nc,north-carolina,bachelor-of-science-nursing; master-of-science-nursing,university-of-north-carolina-at-pembroke
Bradley University,peoria-il,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,bradley-university
Bryant & Stratton College-Parma,parma-oh,ohio,bachelor-of-science-nursing,bryant-stratton-college-parma
Columbia Basin College,pasco-wa,washington,bachelor-of-science-nursing,columbia-basin-college
Park University,,missouri,bachelor-of-science-nursing,park-university
Pensacola Christian College,pensacola-fl,florida,bachelor-of-science-nursing; master-of-science-nursing,pensacola-christian-college
University of West Florida,pensacola-fl,florida,bachelor-of-science-nursing; master-of-science-nursing,university-of-west-florida
Pensacola State College,pensacola-fl,florida,bachelor-of-science-nursing,pensacola-state-college
Ursuline College,,ohio,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,ursuline-college
Saint Francis Medical Center College of Nursing,peoria-il,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,saint-francis-medical-center-college-of-nursing
La Salle University,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,la-salle-university
Albert Einstein Medical Center,philadelphia-pa,pennsylvania,employee-based-entry-to-practice-residency,albert-einstein-medical-center
Methodist College,peoria-il,illinois,bachelor-of-science-nursing; master-of-science-nursing,methodist-college
Drexel University,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,drexel-university
Penn Medicine,philadelphia-pa,pennsylvania,employee-based-entry-to-practice-residency,penn-medicine
Thomas Jefferson University,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,thomas-jefferson-university
Alliant International University,phoenix-az,arizona,bachelor-of-science-nursing; master-of-science-nursing,alliant-international-university
Temple University,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; doctor-of-nursing,temple-university
Brookline College,phoenix-az,arizona,bachelor-of-science-nursing,brookline-college
Aspen University,phoenix-az,arizona,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,aspen-university
Arizona State University,phoenix-az,arizona,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,arizona-state-university
Thomas Jefferson University Hospitals,philadelphia-pa,pennsylvania,employee-based-entry-to-practice-residency,thomas-jefferson-university-hospitals
Holy Family University,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,holy-family-university
University of Pennsylvania,philadelphia-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-pennsylvania
Duquesne University,pittsburgh-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,duquesne-university
St. Petersburg College,pinellas-park-fl,florida,bachelor-of-science-nursing,st-petersburg-college
Pittsburg State University,pittsburg-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,pittsburg-state-university
Carlow University,pittsburgh-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,carlow-university
University of Pittsburgh,pittsburgh-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-pittsburgh
Grand Canyon University,phoenix-az,arizona,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,grand-canyon-university
University of Phoenix,phoenix-az,arizona,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-phoenix
Louisiana Christian University,pineville-la,louisiana,bachelor-of-science-nursing,louisiana-christian-university
Chatham University,pittsburgh-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,chatham-university
Lakeland University,plymouth-wi,wisconsin,bachelor-of-science-nursing,lakeland-university
Pace University,,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,pace-university
Plymouth State University,plymouth-nh,new-hampshire,bachelor-of-science-nursing,plymouth-state-university
Idaho State University,pocatello-id,idaho,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,idaho-state-university
Western University of Health Sciences,pomona-ca,california,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,western-university-of-health-sciences
State University of New York Plattsburgh,plattsburgh-ny,new-york,bachelor-of-science-nursing,state-university-of-new-york-plattsburgh
University of Southern Maine,portland-me,maine,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-southern-maine
Warner Pacific University,portland-or,oregon,bachelor-of-science-nursing,warner-pacific-university
Sumner College,portland-or,oregon,bachelor-of-science-nursing,sumner-college
Johnson & Wales University,providence-ri,rhode-island,bachelor-of-science-nursing,johnson-wales-university
Ponce Health Sciences University,,,bachelor-of-science-nursing,ponce-health-sciences-university
University of Portland,portland-or,oregon,bachelor-of-science-nursing; doctor-of-nursing,university-of-portland
Oregon Health & Science University,portland-or,oregon,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,oregon-health-science-university
Linfield University,portland-or,oregon,bachelor-of-science-nursing; master-of-science-nursing,linfield-university
Pueblo Community College,pueblo-co,colorado,bachelor-of-science-nursing,pueblo-community-college
Rocky Mountain University of Health Professions,provo-ut,utah,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,rocky-mountain-university-of-health-professions
Providence Veterans Affairs Medical Center,providence-ri,rhode-island,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency,providence-veterans-affairs-medical-center
Rhode Island College,providence-ri,rhode-island,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,rhode-island-college
Provo College,provo-ut,utah,bachelor-of-science-nursing,provo-college
Brigham Young University,provo-ut,utah,bachelor-of-science-nursing; master-of-science-nursing,brigham-young-university
Manhattanville University,,new-york,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,manhattanville-university
Blessing-Rieman College of Nursing and Health Sciences,quincy-il,illinois,bachelor-of-science-nursing; master-of-science-nursing,blessing-rieman-college-of-nursing-and-health-sciences
William Peace University,raleigh-nc,north-carolina,bachelor-of-science-nursing,william-peace-university
Radford University,radford-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,radford-university
"University of Tennessee Southern, The",pulaski-tn,tennessee,bachelor-of-science-nursing,university-of-tennessee-southern-the
Eastern Kentucky University,richmond-ky,kentucky,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,eastern-kentucky-university
Brigham Young University-Idaho,rexburg-id,idaho,bachelor-of-science-nursing,brigham-young-university-idaho
Alvernia University,reading-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing,alvernia-university
"University of Nevada, Reno",reno-nv,nevada,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-nevada-reno
Simpson University,redding-ca,california,bachelor-of-science-nursing,simpson-university
West Coast University,richardson-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,west-coast-university
Bon Secours Memorial College of Nursing,richmond-va,virginia,bachelor-of-science-nursing,bon-secours-memorial-college-of-nursing
Virginia Commonwealth University,richmond-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,virginia-commonwealth-university
Oakland University,rochester-mi,michigan,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,oakland-university
Virginia Commonwealth University Medical Center,richmond-va,virginia,employee-based-entry-to-practice-residency,virginia-commonwealth-university-medical-center
"Dominican University, Illinois",,illinois,bachelor-of-science-nursing,dominican-university-illinois
California Baptist University,riverside-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,california-baptist-university
Rochester Christian University,rochester-hills-mi,michigan,bachelor-of-science-nursing,rochester-christian-university
St. John Fisher University,rochester-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,st-john-fisher-university
Roberts Wesleyan University,rochester-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,roberts-wesleyan-university
Nazareth University,rochester-ny,new-york,bachelor-of-science-nursing,nazareth-university
Jessup University,,california,bachelor-of-science-nursing,jessup-university
College of the Ozarks,,missouri,bachelor-of-science-nursing,college-of-the-ozarks
University of Rochester,rochester-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-rochester
Molloy University,rockville-centre-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,molloy-university
Saint Anthony College of Nursing,rockford-il,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,saint-anthony-college-of-nursing
Trinity College of Nursing and Health Sciences,rock-island-il,illinois,bachelor-of-science-nursing; master-of-science-nursing,trinity-college-of-nursing-and-health-sciences
"California State University, Sacramento",sacramento-ca,california,bachelor-of-science-nursing; master-of-science-nursing,california-state-university-sacramento
"University of California, Davis",sacramento-ca,california,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-california-davis
Sonoma State University,rohnert-park-ca,california,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,sonoma-state-university
Texas State University,round-rock-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,texas-state-university
Carrington College,sacramento-ca,california,bachelor-of-science-nursing,carrington-college
