name,slug,pay,license
Pearl,per-diem-pearl-ms,25.65,cna icu
Peoria IL,per-diem-peoria-il,23.77,cna icu
Philadelphia PA,per-diem-philadelphia-pa,23.77,cna icu
Phoenix,per-diem-phoenix-az,24.08,cna icu
Phoenix Deer Valley,per-diem-phoenix-deer-valley-az,25.92,cna icu
Pickerington,per-diem-pickerington-oh,25.54,cna icu
Pine Bluff,per-diem-pine-bluff-ar,25.95,cna icu
Pine Hills,per-diem-pine-hills-fl,25.54,cna icu
Pittsburgh PA,per-diem-pittsburgh-pa,25.56,cna icu
Plano,per-diem-plano-tx,24.08,cna icu
Pleasant Grove,per-diem-pleasant-grove-ut,23.77,cna icu
Pocatello ID,per-diem-pocatello-id,23.77,cna icu
Portland,per-diem-portland-or,24.53,cna icu
Portland Hazelwood,per-diem-portland-hazelwood-or,25.03,cna icu
Portland ME,per-diem-portland-me,23.24,cna icu
Portsmouth,per-diem-portsmouth-va,25.85,cna icu
Providence RI,per-diem-providence-ri,22.23,cna icu
Provo,per-diem-provo-ut,23.77,cna icu
Raleigh,per-diem-raleigh-nc,25.85,cna icu
Raytown,per-diem-raytown-mo,25.54,cna icu
Reno,per-diem-reno-nv,22.23,cna icu
Richfield,per-diem-richfield-mn,26.13,cna icu
Richlandtown,per-diem-richlandtown-pa,24.84,cna icu
Richmond VA,per-diem-richmond-va,24.53,cna icu
Roanoke,per-diem-roanoke-va,25.99,cna icu
Rochester,per-diem-rochester-mn,25.37,cna icu
Rock Hill,per-diem-rock-hill-sc,25.43,cna icu
Rockford,per-diem-rockford-il,23.77,cna icu
Rockville,per-diem-rockville-md,25.22,cna icu
Rockwell,per-diem-rockwell-ia,25.61,cna icu
Rome GA,per-diem-rome-ga,25.54,cna icu
Roseburg OR,per-diem-roseburg-or,23.77,cna icu
Roseville,per-diem-roseville-mn,25.77,cna icu
Roswell,per-diem-roswell-ga,25.92,cna icu
Saint Louis,per-diem-saint-louis-mo,23.77,cna icu
Saint Petersburg,per-diem-saint-petersburg-fl,24.53,cna icu
Salem,per-diem-salem-or,24.53,cna icu
Salem West Salem,per-diem-salem-west-salem-or,25.49,cna icu
Salina KS,per-diem-salina-ks,24.08,cna icu
Salt Lake City,per-diem-salt-lake-city-ut,25.55,cna icu
San Antonio,per-diem-san-antonio-tx,24.08,cna icu
San Diego,per-diem-san-diego-ca,23.77,cna icu
San Francisco,per-diem-san-francisco-ca,25.83,cna icu
San Jose,per-diem-san-jose-ca,24.08,cna icu
Sandy Springs,per-diem-sandy-springs-ga,25.14,cna icu
Sandy UT,per-diem-sandy-ut,24.08,cna icu
Santa Fe,per-diem-santa-fe-nm,23.77,cna icu
Savannah,per-diem-savannah-ga,23.77,cna icu
Scottsdale,per-diem-scottsdale-az,24.53,cna icu
Seattle WA,per-diem-seattle-wa,24.53,cna icu
Sebring,per-diem-sebring-fl,23.77,cna icu
Sedalia,per-diem-sedalia-mo,25.57,cna icu
Shaker Heights,per-diem-shaker-heights-oh,26.31,cna icu
Shakopee,per-diem-shakopee-mn,25.53,cna icu
Shawnee,per-diem-shawnee-ok,25.32,cna icu
Sioux City,per-diem-sioux-city-ia,24.01,cna icu
Slater-Marietta Marietta,per-diem-slater-marietta-marietta-sc,25.61,cna icu
Snow Hill,per-diem-snow-hill-md,25.76,cna icu
Solon,per-diem-solon-oh,26.10,cna icu
South Bend,per-diem-south-bend-in,25.03,cna icu
South Portland,per-diem-south-portland-me,23.77,cna icu
Southaven,per-diem-southaven-ms,25.64,cna icu
Southbury,per-diem-southbury-ct,26.10,cna icu
Sparks,per-diem-sparks-nv,23.77,cna icu
Spokane,per-diem-spokane-wa,24.53,cna icu
Spokane Valley,per-diem-spokane-valley-wa,25.55,cna icu
Springdale,per-diem-springdale-ar,25.49,cna icu
Springettsbury,per-diem-springettsbury-pa,25.66,cna icu
Springfield,per-diem-springfield-mo,25.68,cna icu
Springville,per-diem-springville-ut,23.77,cna icu
St. Charles,per-diem-st-charles-mo,25.43,cna icu
St. Joseph,per-diem-st-joseph-mo,25.36,cna icu
St. Paul,per-diem-st-paul-mn,26.18,cna icu
St. Petersburg Historic Uptown,per-diem-st-petersburg-historic-uptown-fl,22.37,cna icu
Stamford,per-diem-stamford-ct,24.08,cna icu
Stonecrest,per-diem-stonecrest-ga,25.14,cna icu
Stow,per-diem-stow-oh,25.74,cna icu
Summerlin South,per-diem-summerlin-south-nv,25.23,cna icu
Summit,per-diem-summit-nj,25.78,cna icu
Sunrise Manor,per-diem-sunrise-manor-nv,25.43,cna icu
Syracuse NY,per-diem-syracuse-ny,24.08,cna icu
Tacoma,per-diem-tacoma-wa,24.53,cna icu
Tampa FL,per-diem-tampa-fl,24.53,cna icu
Taylors,per-diem-taylors-sc,25.54,cna icu
Taylorsville,per-diem-taylorsville-ut,23.77,cna icu
Terrytown,per-diem-terrytown-la,25.03,cna icu
The Acreage,per-diem-the-acreage-fl,26.18,cna icu
Tinley Park,per-diem-tinley-park-il,26.18,cna icu
Toledo,per-diem-toledo-oh,25.64,cna icu
Tolleson,per-diem-tolleson-az,24.53,cna icu
Topeka,per-diem-topeka-ks,25.25,cna icu
Trotwood,per-diem-trotwood-oh,25.65,cna icu
Troy,per-diem-troy-pa,24.08,cna icu
Trumbull,per-diem-trumbull-ct,25.38,cna icu
Tucker,per-diem-tucker-ga,26.00,cna icu
Tucson,per-diem-tucson-az,24.08,cna icu
Tulsa,per-diem-tulsa-ok,22.23,cna icu
Tuscaloosa,per-diem-tuscaloosa-al,26.11,cna icu
Union Gap,per-diem-union-gap-wa,25.30,cna icu
Uniontown,per-diem-uniontown-pa,23.77,cna icu
University CDP,per-diem-university-cdp-fl,25.65,cna icu
University City,per-diem-university-city-mo,25.74,cna icu
