name,slug,pay,license
Bartlett,certified-nursing-assistant-per-diem-prn-bartlett-tn,25.99,cna
Bartlett,certified-nursing-assistant-per-diem-prn-bartlett-tx,20.29,cna
Barton,certified-nursing-assistant-per-diem-prn-barton-vt,21.42,cna
Bartow,certified-nursing-assistant-per-diem-prn-bartow-fl,20.29,cna
Basalt,certified-nursing-assistant-per-diem-prn-basalt-co,20.29,cna
Basking Ridge NJ,certified-nursing-assistant-per-diem-prn-basking-ridge-nj,23.44,cna
Bastrop,certified-nursing-assistant-per-diem-prn-bastrop-tx,20.29,cna
Batavia,certified-nursing-assistant-per-diem-prn-batavia-ny,20.29,cna
Batesville,certified-nursing-assistant-per-diem-prn-batesville-ar,25.21,cna
Baton Rouge LA,certified-nursing-assistant-per-diem-prn-baton-rouge-la,20.29,cna
Battle Creek,certified-nursing-assistant-per-diem-prn-battle-creek-mi,20.29,cna
Battle Ground WA,certified-nursing-assistant-per-diem-prn-battle-ground-wa,27.12,cna
Battle Mountain,certified-nursing-assistant-per-diem-prn-battle-mountain-nv,25.21,cna
Bay City MI,certified-nursing-assistant-per-diem-prn-bay-city-mi,20.29,cna
Bay City TX,certified-nursing-assistant-per-diem-prn-bay-city-tx,20.29,cna
Bay Harbor Islands,certified-nursing-assistant-per-diem-prn-bay-harbor-islands-fl,20.43,cna
Bayou Cane,certified-nursing-assistant-per-diem-prn-bayou-cane-la,25.25,cna
Baytown,certified-nursing-assistant-per-diem-prn-baytown-tx,20.43,cna
Bayville,certified-nursing-assistant-per-diem-prn-bayville-nj,25.37,cna
Bear,certified-nursing-assistant-per-diem-prn-bear-de,25.43,cna
Beatrice,certified-nursing-assistant-per-diem-prn-beatrice-ne,23.87,cna
Beatty,certified-nursing-assistant-per-diem-prn-beatty-nv,25.21,cna
Beaumont,certified-nursing-assistant-per-diem-prn-beaumont-tx,20.43,cna
Beaver,certified-nursing-assistant-per-diem-prn-beaver-ut,27.12,cna
Beavercreek,certified-nursing-assistant-per-diem-prn-beavercreek-oh,25.30,cna
Beaverton,certified-nursing-assistant-per-diem-prn-beaverton-or,27.12,cna
Becket,certified-nursing-assistant-per-diem-prn-becket-ma,20.43,cna
Beckley,certified-nursing-assistant-per-diem-prn-beckley-wv,25.85,cna
Bedford NH,certified-nursing-assistant-per-diem-prn-bedford-nh,23.87,cna
Bedford TX,certified-nursing-assistant-per-diem-prn-bedford-tx,20.43,cna
Bedias,certified-nursing-assistant-per-diem-prn-bedias-tx,20.43,cna
Bee Cave,certified-nursing-assistant-per-diem-prn-bee-cave-tx,20.43,cna
Beecher,certified-nursing-assistant-per-diem-prn-beecher-il,21.46,cna
Beeville,certified-nursing-assistant-per-diem-prn-beeville-tx,20.43,cna
Bel Air South,certified-nursing-assistant-per-diem-prn-bel-air-south-md,25.67,cna
Belfast,certified-nursing-assistant-per-diem-prn-belfast-me,23.87,cna
Belgrade,certified-nursing-assistant-per-diem-prn-belgrade-mt,25.65,cna
Bell,certified-nursing-assistant-per-diem-prn-bell-ca,23.54,cna
Bell,certified-nursing-assistant-per-diem-prn-bell-fl,20.43,cna
Bella Vista,certified-nursing-assistant-per-diem-prn-bella-vista-ar,25.61,cna
Bellaire,certified-nursing-assistant-per-diem-prn-bellaire-tx,20.43,cna
Belle Fourche,certified-nursing-assistant-per-diem-prn-belle-fourche-sd,25.21,cna
Belle Glade,certified-nursing-assistant-per-diem-prn-belle-glade-fl,20.43,cna
Belle Plaine IA,certified-nursing-assistant-per-diem-prn-belle-plaine-ia,20.43,cna
Belleair,certified-nursing-assistant-per-diem-prn-belleair-fl,20.43,cna
Belleview,certified-nursing-assistant-per-diem-prn-belleview-fl,20.43,cna
Belleville,certified-nursing-assistant-per-diem-prn-belleville-il-4ef76,20.43,cna
Belleville KS,certified-nursing-assistant-per-diem-prn-belleville-ks,23.87,cna
Bellevue,certified-nursing-assistant-per-diem-prn-bellevue-ne,25.92,cna
Bellevue IA,certified-nursing-assistant-per-diem-prn-bellevue-ia,20.43,cna
Bellevue ID,certified-nursing-assistant-per-diem-prn-bellevue-id,20.43,cna
Bellevue WA,certified-nursing-assistant-per-diem-prn-bellevue-wa,25.21,cna
Bellflower,certified-nursing-assistant-per-diem-prn-bellflower-ca,20.43,cna
Bellingham,certified-nursing-assistant-per-diem-prn-bellingham-wa,25.84,cna
Bellmead,certified-nursing-assistant-per-diem-prn-bellmead-tx,20.43,cna
Bellville,certified-nursing-assistant-per-diem-prn-bellville-tx,20.43,cna
Bellvue,certified-nursing-assistant-per-diem-prn-bellvue-id,20.43,cna
Beloit,certified-nursing-assistant-per-diem-prn-beloit-wi,21.42,cna
Belton MO,certified-nursing-assistant-per-diem-prn-belton-mo,23.87,cna
Belton TX,certified-nursing-assistant-per-diem-prn-belton-tx,20.43,cna
Benavides,certified-nursing-assistant-per-diem-prn-benavides-tx,20.43,cna
Benbrook,certified-nursing-assistant-per-diem-prn-benbrook-tx,20.43,cna
Bend,certified-nursing-assistant-per-diem-prn-bend-or,27.12,cna
Bennington,certified-nursing-assistant-per-diem-prn-bennington-vt,25.35,cna
