name,slug,pay,license
Forest Park,per-diem-forest-park-oh,51.89,rn tele
Forney,per-diem-forney-tx,53.51,rn tele
Fort Carson CO,per-diem-fort-carson-co,45.83,rn tele
Fort Collins,per-diem-fort-collins-co,45.65,rn tele
Fort Hancock,per-diem-fort-hancock-tx,50.07,rn tele
Fort Hood,per-diem-fort-hood-tx,48.93,rn tele
Fort Myers FL,per-diem-fort-myers-fl,45.65,rn tele
Fort Pierce FL,per-diem-fort-pierce-fl,46.68,rn tele
Fort Smith,per-diem-fort-smith-ar,47.31,rn tele
Fort Thomas,per-diem-fort-thomas-ky,49.41,rn tele
Fountain Hills,per-diem-fountain-hills-az,47.82,rn tele
Fountain Inn,per-diem-fountain-inn-sc,50.67,rn tele
Four Corners,per-diem-four-corners-fl,54.65,rn tele
Frankfort KY,per-diem-frankfort-ky,51.54,rn tele
Frederick,per-diem-frederick-md-5ed75,52.65,rn tele
Frederick CO,per-diem-frederick-co,46.73,rn tele
Freeport FL,per-diem-freeport-fl,46.38,rn tele
Fremont,per-diem-fremont-ca,52.41,rn tele
Fresno CA,per-diem-fresno-ca,50.79,rn tele
Friendswood,per-diem-friendswood-tx,45.83,rn tele
Frisco TX,per-diem-frisco-tx,54.04,rn tele
Frostproof,per-diem-frostproof-fl,46.38,rn tele
Fruit Cove,per-diem-fruit-cove-fl,54.89,rn tele
Fruita,per-diem-fruita-co,51.25,rn tele
Fruitland Park,per-diem-fruitland-park-fl,45.83,rn tele
Ft. Worth,per-diem-ft-worth-tx,45.65,rn tele
Fulshear,per-diem-fulshear-tx,47.87,rn tele
Fuquay-Varina,per-diem-fuquay-varina-nc,48.65,rn tele
Gahanna,per-diem-gahanna-oh,53.57,rn tele
Gainesville FL,per-diem-gainesville-fl,48.07,rn tele
Gainesville TX,per-diem-gainesville-tx,51.54,rn tele
Ganado TX,per-diem-ganado-tx,48.06,rn tele
Gardnerville,per-diem-gardnerville-nv,50.79,rn tele
Garland,per-diem-garland-tx,53.57,rn tele
Gastonia NC,per-diem-gastonia-nc,51.54,rn tele
Geneva,per-diem-geneva-il,54.75,rn tele
Georgetown,per-diem-georgetown-de,52.92,rn tele
Germantown,per-diem-germantown-md,52.58,rn tele
Germantown,per-diem-germantown-tn,51.67,rn tele
Gila Bend,per-diem-gila-bend-az,54.04,rn tele
Gilbert Gilbert Medical Center,per-diem-gilbert-gilbert-medical-center-az,49.43,rn tele
Gilmer,per-diem-gilmer-tx,45.83,rn tele
Gladewater,per-diem-gladewater-tx,48.07,rn tele
Glen Burnie,per-diem-glen-burnie-md-80e35,52.69,rn tele
Glen Cove,per-diem-glen-cove-ny,50.14,rn tele
Glen Rose,per-diem-glen-rose-tx,53.57,rn tele
Glen Saint Mary,per-diem-glen-saint-mary-fl,54.17,rn tele
Glencoe IL,per-diem-glencoe-il,52.41,rn tele
Glendale AZ,per-diem-glendale-az,51.54,rn tele
Glenns Ferry,per-diem-glenns-ferry-id,45.65,rn tele
Globe,per-diem-globe-az,51.25,rn tele
Godley,per-diem-godley-tx,54.17,rn tele
Golden Valley,per-diem-golden-valley-az,48.07,rn tele
Goliad,per-diem-goliad-tx,50.79,rn tele
Goodyear,per-diem-goodyear-az,53.57,rn tele
Graceville,per-diem-graceville-fl,50.14,rn tele
Graham,per-diem-graham-tx,53.55,rn tele
Granbury,per-diem-granbury-tx,52.01,rn tele
Granby CO,per-diem-granby-co,46.76,rn tele
Grand Junction CO,per-diem-grand-junction-co,47.82,rn tele
Grand Prairie,per-diem-grand-prairie-tx,44.21,rn tele
Granger IN,per-diem-granger-in,45.65,rn tele
Great Falls,per-diem-great-falls-va,50.98,rn tele
Greece,per-diem-greece-ny,53.89,rn tele
Greeley,per-diem-greeley-co,46.68,rn tele
Green Cove Springs,per-diem-green-cove-springs-fl,50.98,rn tele
Green Valley,per-diem-green-valley-az,47.82,rn tele
Greenbrae,per-diem-greenbrae-ca,47.31,rn tele
Greensboro NC,per-diem-greensboro-nc-643ff,53.51,rn tele
Greensboro Warnersville,per-diem-greensboro-warnersville-nc,45.65,rn tele
Greenville,per-diem-greenville-ms,50.89,rn tele
Greenville,per-diem-greenville-nc,54.82,rn tele
Greenville FL,per-diem-greenville-fl,47.87,rn tele
Greenville SC,per-diem-greenville-sc,45.97,rn tele
Greenville TX,per-diem-greenville-tx,50.07,rn tele
Greer,per-diem-greer-sc,50.57,rn tele
Grove City,per-diem-grove-city-oh,54.43,rn tele
Grulla,per-diem-grulla-tx,46.68,rn tele
Gulf Breeze,per-diem-gulf-breeze-fl,48.06,rn tele
Gulfport,per-diem-gulfport-ms,50.69,rn tele
Gun Barrel City,per-diem-gun-barrel-city-tx,46.73,rn tele
Gunnison CO,per-diem-gunnison-co,53.59,rn tele
Hagerstown,per-diem-hagerstown-md-8f64c,53.43,rn tele
Hallandale,per-diem-hallandale-fl,54.17,rn tele
Hallettsville,per-diem-hallettsville-tx,52.41,rn tele
Hamburg,per-diem-hamburg-town-ny,54.43,rn tele
Hamden,per-diem-hamden-ct,53.43,rn tele
Hamilton,per-diem-hamilton-oh,48.87,rn tele
Hammond,per-diem-hammond-la,47.87,rn tele
Hampton,per-diem-hampton-va,53.98,rn tele
Hanford,per-diem-hanford-ca,54.04,rn tele
Hanover,per-diem-hanover-md,51.25,rn tele
Hardin,per-diem-hardin-mt,46.73,rn tele
Harlan,per-diem-harlan-ky,53.51,rn tele
Harlingen,per-diem-harlingen-tx,51.62,rn tele
Hartfield,per-diem-hartfield-va,46.93,rn tele
Hastings FL,per-diem-hastings-fl,46.76,rn tele
Hattiesburg,per-diem-hattiesburg-ms,46.73,rn tele
Havre De Grace MD,per-diem-havre-de-grace-md,45.65,rn tele
Hawkins,per-diem-hawkins-tx,46.68,rn tele
Hawthorne,per-diem-hawthorne-ca,47.31,rn tele
Hays KS,per-diem-hays-ks,48.93,rn tele
Hazel Crest,per-diem-hazel-crest-il,46.73,rn tele
Hazelwood,per-diem-hazelwood-mo,48.98,rn tele
Hebbronville,per-diem-hebbronville-tx,53.59,rn tele
Hemet CA,per-diem-hemet-ca,50.07,rn tele
Hemphill,per-diem-hemphill-tx,48.93,rn tele
Henderson NV,per-diem-henderson-nv,46.38,rn tele
Henderson TX,per-diem-henderson-tx,50.14,rn tele
Hereford TX,per-diem-hereford-tx,43.69,rn tele
Herriman,per-diem-herriman-ut,51.54,rn tele
Hickory,per-diem-hickory-nc,48.43,rn tele
High Point,per-diem-high-point-nc,54.78,rn tele
High Springs,per-diem-high-springs-fl,46.73,rn tele
Hilliard,per-diem-hilliard-fl,48.07,rn tele
Hilliard,per-diem-hilliard-oh,54.87,rn tele
Hillsboro OR,per-diem-hillsboro-or,51.54,rn tele
Hillsboro TX,per-diem-hillsboro-tx,46.73,rn tele
Hillside IL,per-diem-hillside-il,46.73,rn tele
Hilton Head Island,per-diem-hilton-head-island-sc,50.31,rn tele
Hinesville,per-diem-hinesville-ga,52.75,rn tele
Hixson,per-diem-hixson-tn,43.69,rn tele
Hobart,per-diem-hobart-in,50.14,rn tele
