name,slug,pay,license
Nevada City,medication-aide-certified-per-diem-prn-nevada-city-nv,25.23,ma-c
New Iberia,medication-aide-certified-per-diem-prn-new-iberia-la,25.29,ma-c
New Orleans LA,medication-aide-certified-per-diem-prn-new-orleans-la,26.10,ma-c
New Orleans Mid-City,medication-aide-certified-per-diem-prn-new-orleans-mid-city-la,25.55,ma-c
Newark,medication-aide-certified-per-diem-prn-newark-oh,25.48,ma-c
Nixon NV,medication-aide-certified-per-diem-prn-nixon-nv,24.80,ma-c
North Las Vegas,medication-aide-certified-per-diem-prn-north-las-vegas-nv,26.40,ma-c
North Little Rock,medication-aide-certified-per-diem-prn-north-little-rock-ar,25.39,ma-c
North Logan,medication-aide-certified-per-diem-prn-north-logan-ut,24.80,ma-c
North Olmsted OH,medication-aide-certified-per-diem-prn-north-olmsted-oh,25.23,ma-c
North Ridgeville,medication-aide-certified-per-diem-prn-north-ridgeville-oh,25.43,ma-c
North Royalton,medication-aide-certified-per-diem-prn-north-royalton-oh,25.67,ma-c
Northport,medication-aide-certified-per-diem-prn-northport-al,25.15,ma-c
Oakley,medication-aide-certified-per-diem-prn-oakley-ut,25.23,ma-c
Oberlin,medication-aide-certified-per-diem-prn-oberlin-la,25.80,ma-c
Ogden,medication-aide-certified-per-diem-prn-ogden-ut,25.55,ma-c
Opelika,medication-aide-certified-per-diem-prn-opelika-al,25.23,ma-c
Oregon OH,medication-aide-certified-per-diem-prn-oregon-oh,25.40,ma-c
Orem,medication-aide-certified-per-diem-prn-orem-ut,25.68,ma-c
Orem Hillcrest,medication-aide-certified-per-diem-prn-orem-hillcrest-ut,24.54,ma-c
Orem Orchard South,medication-aide-certified-per-diem-prn-orem-orchard-south-ut,24.94,ma-c
Orem Orem Park,medication-aide-certified-per-diem-prn-orem-orem-park-ut,25.54,ma-c
Owyhee,medication-aide-certified-per-diem-prn-owyhee-nv,25.66,ma-c
Oxford,medication-aide-certified-per-diem-prn-oxford-al,25.74,ma-c
Oxford OH,medication-aide-certified-per-diem-prn-oxford-oh,25.40,ma-c
Pahrump,medication-aide-certified-per-diem-prn-pahrump-nv,26.10,ma-c
Painesville,medication-aide-certified-per-diem-prn-painesville-oh,25.88,ma-c
Panguitch,medication-aide-certified-per-diem-prn-panguitch-ut,25.23,ma-c
Paradise,medication-aide-certified-per-diem-prn-paradise-nv,24.80,ma-c
Paragould,medication-aide-certified-per-diem-prn-paragould-ar,25.80,ma-c
Park City,medication-aide-certified-per-diem-prn-park-city-ut,25.67,ma-c
Parma,medication-aide-certified-per-diem-prn-parma-oh,25.48,ma-c
Parma Heights,medication-aide-certified-per-diem-prn-parma-heights-oh,25.55,ma-c
Parowan,medication-aide-certified-per-diem-prn-parowan-ut,25.80,ma-c
Payson UT,medication-aide-certified-per-diem-prn-payson-ut,26.24,ma-c
Pelham,medication-aide-certified-per-diem-prn-pelham-al,25.80,ma-c
Perrysburg,medication-aide-certified-per-diem-prn-perrysburg-oh,25.66,ma-c
Phenix City,medication-aide-certified-per-diem-prn-phenix-city-al,25.40,ma-c
Pickerington,medication-aide-certified-per-diem-prn-pickerington-oh,25.68,ma-c
Pine Bluff,medication-aide-certified-per-diem-prn-pine-bluff-ar,25.74,ma-c
